,pearson_r,spearman_rho,mean_sn,mean_mer,mean_both,var_sn,var_mer,log2fc_mer_vs_sn,abs_log2fc,det_rate_sn,det_rate_mer,det_ratio,entropy_sn,entropy_mer,max_over_mean_sn,cv_sn,cv_mer,top_ct_sn,top_ct_mer,same_top_ct,biotype,r_quintile,r_bin
TMEM167B,0.6462398818548536,0.4791304347826086,0.09888558070833332,0.4869688645833334,0.2929272226458334,0.000703330482689889,0.025230998882083105,2.2884407644419897,2.2884407644419897,0.22552311311486728,0.14239915123278812,0.6286296761274826,4.529849428413475,4.508955736838468,1.3854843043709233,0.26254578420098,0.3193186796141087,Lamp5 Lhx6,Chandelier,False,protein_coding,Q3,0.5-0.7
TMEM196,0.6894512129947543,0.7852173913043478,0.20040398748750002,0.07821446385416667,0.13930922567083334,0.03986934686867428,0.004661074729980877,-1.3462564640490229,1.3462564640490229,0.29571822902624567,0.018451461125077836,0.06218512824652154,3.8512914636404663,4.084850960808282,3.097633474177855,0.9753747288847133,0.8545043097986346,Sncg,L5/6 NP,False,protein_coding,Q3,0.5-0.7
TMEM198,0.695160972627491,0.5295652173913042,0.046623619250000005,0.39757244199999997,0.222098030625,0.0004742945445581977,0.045239206284711606,3.0650927928355847,3.0650927928355847,0.13250256731466492,0.10388172613419479,0.7781253066792794,4.379686707353019,4.342644842024893,1.6212565908855305,0.45727386279938775,0.5237204256079556,Lamp5,L2/3 IT,False,protein_coding,Q3,0.5-0.7
TMEM200A,0.8868315602885559,0.8636660347678095,0.051386972372500006,0.12908208410833333,0.09023452824041667,0.007345788669486175,0.03747129455477975,1.3121422857244656,1.3121422857244656,0.09628340240201175,0.02751574140277186,0.2828410676783942,3.1523224923717517,3.5243497926234584,6.182881289383556,1.6327680050401756,1.4680528046524102,L5/6 NP,L5/6 NP,True,protein_coding,Q4,0.7-0.9
TMEM200B,0.8134664182855431,0.3724096315602698,0.005195654872916667,0.08914750220833334,0.047171578540625,0.0001730205526695797,0.01485007781363948,3.8629588316755665,3.8629588316755665,0.005688149567016071,0.029291694536060512,4.379641071503287,2.366874906064008,3.7946824687196408,11.609359257948434,2.478374030702967,1.3381767576184105,VLMC,Chandelier,False,protein_coding,Q4,0.7-0.9
TMEM201,0.5351414208344067,0.3826086956521738,0.05242746325,0.1931658202916667,0.12279664177083335,0.00028112949635429477,0.00629949361094172,1.8616358359461285,1.8616358359461285,0.12537963482229114,0.06257351754042267,0.49512342418468364,4.5066356892544,4.463340365975891,1.5084340362395847,0.31307807867463644,0.40223590474076243,Pax6,Lamp5 Lhx6,False,protein_coding,Q2,0.5-0.7
TMEM220,0.5391625573101919,0.2495652173913043,0.07123068154166667,0.04017290273333333,0.0557017921375,0.0034912847030518467,0.0006962651316772447,-0.8109166193974934,0.8109166193974934,0.10229929426162396,0.017044537214290723,0.16500148753313243,4.223848891857325,4.263241285409211,3.7309171307668185,0.8120519811068774,0.6430021235809337,VLMC,Astrocyte,False,protein_coding,Q2,0.5-0.7
TMEM232,0.7873773227329366,0.7347826086956522,0.90461696375,0.0602376199875,0.48242729186875,0.2047037050379691,0.0025322759224346183,-3.8864108641560873,3.8864108641560873,0.8564998579790792,0.012823765481929173,0.014954831027204718,4.380150066263712,4.133192142337411,2.0428835341968234,0.4896169241035887,0.8177979274412546,L5/6 NP,L5/6 NP,True,protein_coding,Q4,0.7-0.9
TMEM236,0.7084190044733987,0.1313043478260869,0.007096169750416667,0.030883965333333332,0.018990067541875,0.00022880679312424108,0.0005622292761972579,1.9775196209584853,1.9775196209584853,0.008994705141184172,0.009041215951288125,0.90460056835823,3.2514708528039105,4.246876172498068,10.766557549657536,2.086742005635971,0.7515916888520665,Microglia-PVM,Microglia-PVM,True,protein_coding,Q3,0.7-0.9
TMEM242,0.8386195374769159,0.7182608695652173,0.20298916166666667,0.46863844041666675,0.3358138010416667,0.002896927134665701,0.04479620935105374,1.2030579983445853,1.2030579983445853,0.4285266891468396,0.11677468459534421,0.27186828559429327,4.533711270363893,4.422094771826348,1.4166219400039068,0.2595698421660935,0.442120875049155,Lamp5,L4 IT,False,protein_coding,Q4,0.7-0.9
TMEM245,0.6265350657049567,0.6669565217391304,0.59059888125,0.5890991475,0.589849014375,0.011995813425840307,0.06233513916587354,-0.0036619500969102448,0.0036619500969102448,0.7765744375582124,0.18403026039622408,0.2366722097682729,4.5594363075659174,4.459492956389203,1.2700079932635329,0.1815434265970766,0.4148932503340361,L6 IT Car3,L5 IT,False,protein_coding,Q3,0.5-0.7
TMEM246,0.8206948433653452,0.5956521739130434,0.18365545054166665,1.0799913097916667,0.6318233801666666,0.0071634009956772545,0.3114495801200264,2.5494471722991023,2.5494471722991023,0.40162268850601296,0.22035657448620283,0.5473029234985894,4.393148298478692,4.333183775432547,1.7050591151878496,0.4511428790281672,0.5058618303470664,Vip,Pvalb,False,protein_coding,Q4,0.7-0.9
TMEM254-AS1,0.564905733204796,0.5739130434782608,0.059293494,0.05490506522916667,0.05709927961458333,0.0005385109981673287,0.0015376551946174924,-0.10902333268174072,0.10902333268174072,0.13668310233575137,0.024655764928384942,0.17907618662063457,4.448668770758221,4.195755439395064,1.8778709515752268,0.3831321026164235,0.6991580544554776,Astrocyte,L5 IT,False,antisense,Q2,0.5-0.7
TMEM26,0.4326073647243902,0.5849021860387766,0.018538819360833333,0.027169057450000002,0.02285393840541667,0.0008961903285551092,0.0005572408586629093,0.5277679966126635,0.5277679966126635,0.05278107543171668,0.0077496136725326474,0.1440955505319333,3.1642772112616204,4.053720467107598,5.6677997640987225,1.5807979017332248,0.8505604827489706,L5 ET,Pvalb,False,protein_coding,Q2,0.3-0.5
TMEM262,0.4249314867793146,0.4912344887608681,0.000404715690625,0.04038862835416667,0.020396672022395836,1.623241704210081e-07,0.0005072605801676439,4.8808843686702374,4.8808843686702374,0.0013036860083173686,0.01231635030098952,5.34636676027975,3.834123063023276,4.373418291288983,4.1139069686890775,0.9745404075747911,0.5459020810915609,Pax6,L5/6 NP,False,protein_coding,Q2,0.3-0.5
TMEM30A,0.5431117573752999,0.4582608695652173,0.277877776625,0.7774709845833333,0.5276743806041666,0.005337723085193679,0.079207259139122,1.4810102950982555,1.4810102950982555,0.5068061149421283,0.23553290126157173,0.4638244682981299,4.533120689318572,4.493794665429343,1.476175047109167,0.25738456631232226,0.3543697154212474,Endothelial,L4 IT,False,protein_coding,Q2,0.5-0.7
TMEM47,0.7934947889298201,0.7565217391304346,0.11135612752916667,0.23685938470833334,0.17410775611875,0.013633032908125405,0.05368919649541481,1.082030141303579,1.082030141303579,0.16208677159280632,0.07763452268376896,0.4760320038562427,3.8567752779293496,4.036217353719931,3.6460457004816105,1.026456192168844,0.957659569149119,Astrocyte,Astrocyte,True,protein_coding,Q4,0.7-0.9
TMEM51-AS1,0.800573934771819,0.5257664834009474,0.025277571100000003,0.03621660531666667,0.030747088208333336,0.0010042010802686014,0.002198093524628557,0.5021145371059427,0.5021145371059427,0.04562172712905469,0.011947321078487954,0.25626079972147525,3.726292855372158,3.791483617095544,4.765891450701923,1.2272507286825933,1.2672830912775208,Vip,Vip,True,antisense,Q4,0.7-0.9
TMEM63A,0.9940442087245174,0.5408695652173913,0.08652855564583332,0.3028039977083334,0.19466627667708336,0.05696273073234215,0.4471338280067533,1.7953151850410944,1.7953151850410944,0.046787033058277396,0.31554304956522916,6.603110286851605,2.3028378650612686,3.108640916966809,13.372105790554903,2.700189493540862,2.161799721114017,Oligodendrocyte,Oligodendrocyte,True,protein_coding,Q5 (best),>0.9
TMEM63C,0.8837512553873239,0.8469565217391304,0.27661674375,0.57105337725,0.4238350605,0.023216946091450526,0.14656738415611728,1.0430551854753463,1.0430551854753463,0.5545035432578069,0.11592130451830927,0.2086778850022756,4.316817431660327,4.20608134471865,1.801824225255345,0.5392403463986872,0.656296761566759,L6 CT,L6 CT,True,protein_coding,Q4,0.7-0.9
TMEM92,-0.3591778860863996,-0.392635451590228,0.00029084282583333334,0.021542625495833332,0.010916734160833332,1.467699493229182e-07,0.00019151582128669697,4.126270300562396,4.126270300562396,0.0006554845851875048,0.005650759969555072,3.41335704368099,3.5562964789215696,4.311501262528179,4.672261370403237,1.2894915889651266,0.6288716171603178,Microglia-PVM,Chandelier,False,protein_coding,Q1 (worst),<0
TMOD2,0.8412609155275277,0.8365217391304347,0.6365271758333333,1.4142894062500002,1.0254082910416669,0.03209245793010182,0.3625337793807751,1.1505383474592121,1.1505383474592121,0.8049350706107781,0.33284129437000176,0.4129877287977528,4.522271310775134,4.44733867311693,1.3304989357151185,0.2755134704592103,0.416767887008436,L5 IT,L5 IT,True,protein_coding,Q4,0.7-0.9
TMPRSS11D,0.1718961866572499,0.1156521739130434,0.05343742520833333,0.024321830500000002,0.03887962785416667,0.0005663769494463136,0.00025012761356807314,-1.1042171314931235,1.1042171314931235,0.10755045410518377,0.007864935304564384,0.07245419072078113,4.410523553332154,4.256774577800895,1.6963042221178002,0.43597898696929116,0.6365651511386693,Pvalb,L6 IT,False,protein_coding,Q1 (worst),0-0.3
TMTC1,0.7162985310424119,0.8208695652173912,0.72214464375,0.37089051104166665,0.5465175773958333,0.3514615222057634,0.08157427260718941,-0.9594063072285514,0.9594063072285514,0.6743989570511648,0.0836081832230135,0.12379080889916116,4.1331626797223935,4.211182583494679,3.071704843618457,0.8036611890893004,0.7538573608260758,Sst Chodl,Chandelier,False,protein_coding,Q3,0.7-0.9
TMX3,0.8649706079741009,0.8165217391304346,0.37633078,0.45287807083333337,0.41460442541666664,0.013252609623591765,0.049519602247792636,0.2664749961005921,0.2664749961005921,0.6522654275579067,0.12517009940725535,0.1916068019628362,4.522324825622306,4.4308395781007555,1.5681427918279767,0.2994603026771698,0.48102270821356224,L2/3 IT,L4 IT,False,protein_coding,Q4,0.7-0.9
TMX4,0.7693666605628096,0.5756521739130435,0.4064086283333333,1.0705034670833333,0.7384560477083333,0.03298243618232997,0.23952718907729714,1.3950880782146196,1.3950880782146196,0.6500950452647212,0.23294969670406213,0.35778139980983853,4.424221772610298,4.412529222641632,1.6399266982426313,0.4374583824871489,0.4475562516638911,L5 ET,L5/6 NP,False,protein_coding,Q3,0.7-0.9
TNFAIP1,0.7405294113559648,0.7321739130434782,0.08050953200000001,0.4392722891666667,0.25989091058333336,0.0012405032731599456,0.03977381037865092,2.433355355640228,2.433355355640228,0.20547985113223677,0.1373480637498006,0.6651886999949366,4.460288803076566,4.440862958217038,2.3582451081693034,0.4282624057559966,0.4444501829389653,Endothelial,Endothelial,True,protein_coding,Q3,0.7-0.9
TNFAIP8,-0.2076626285997918,-0.2547826086956521,0.0406293725,0.06310446929166667,0.051866920895833335,0.004645364350069,0.0003357611971160945,0.6228231312395034,0.6228231312395034,0.02113573629126744,0.02080402241852514,0.9398387360953671,3.326002115614516,4.52798850536056,6.666161531291186,1.6422076601500086,0.28425848089516864,Microglia-PVM,L6 CT,False,protein_coding,Q1 (worst),<0
TNFAIP8L1,0.6881930354429642,0.7539130434782607,0.0631266981875,0.28473551375,0.17393110596875,0.0012442840184914968,0.029651481112970716,2.155683326949863,2.155683326949863,0.17030946155588403,0.07179924810296251,0.41912015513247286,4.352820052545759,4.313077244888082,2.2841017214575507,0.5470222409794263,0.5920247387926263,VLMC,L6b,False,protein_coding,Q3,0.5-0.7
TNFAIP8L3,0.9027732322610972,0.914981539351194,0.08673352787083333,0.40717139229166666,0.24695246008125,0.015659028833054665,0.20495853552565232,2.217974883698729,2.217974883698729,0.13175968478478545,0.06843185644763547,0.5154566053585411,3.433280071791539,3.8756099159445982,4.75843356233164,1.4123869541435923,1.0884639374854483,Lamp5 Lhx6,Lamp5 Lhx6,True,protein_coding,Q5 (best),>0.9
TNFRSF11A,0.7051890360889956,0.7554397987275959,0.046853386383333334,0.05706371510416666,0.05195855074375,0.00396322411292026,0.0038340583302270766,0.27901586141212614,0.27901586141212614,0.1548181758592797,0.018405332472265144,0.11812057464263415,3.4637333152074192,3.857303660943471,4.430547416607702,1.3153509034789133,1.0622521341620716,Microglia-PVM,L5/6 NP,False,protein_coding,Q3,0.7-0.9
TNFRSF13C,0.9478977866237984,0.606086956521739,0.017090019077916668,0.12919278766666664,0.07314140337229165,0.004396384237227935,0.033867106584540944,2.8473836947049063,2.8473836947049063,0.007312294705869635,0.038448232119381004,4.625465467704268,1.473745791990452,3.8583577598895884,19.173547934970756,3.7980752993493634,1.3944696775767331,Microglia-PVM,Microglia-PVM,True,protein_coding,Q5 (best),>0.9
TNFRSF14,0.6365528628230095,0.8208695652173912,0.04095493857916667,0.083800683875,0.06237781122708334,0.003520535050193599,0.002457348615230199,1.015235256975168,1.015235256975168,0.10588260999398377,0.02917637290402878,0.272975864882707,3.5178139983271275,4.346257778633291,6.109599444675601,1.4182616329357816,0.5790874069039017,Endothelial,Endothelial,True,protein_coding,Q3,0.5-0.7
TNFRSF19,0.3686094551230781,0.5904347826086956,0.134191604875,0.171952556875,0.15307208087500002,0.03961371792439538,0.01466325912019982,0.3553707762482236,0.3553707762482236,0.14800841933538453,0.042276910302835036,0.283721621176849,3.725225395012218,4.255722088067209,7.489019159850776,1.4519636792105222,0.689389895751891,VLMC,L6 IT Car3,False,protein_coding,Q1 (worst),0.3-0.5
TNK1,0.5570412330562249,0.5727332164094688,0.005560984758333334,0.03274960685416667,0.01915529580625,1.7275514982254763e-05,0.0005915238183054828,2.3628864217160923,2.3628864217160923,0.018601195895209265,0.009317987868164299,0.4753785390432076,4.184727976098254,4.204053381498653,3.1979260459850414,0.7316815325052511,0.7270065516108661,L4 IT,L5/6 NP,False,protein_coding,Q2,0.5-0.7
TNKS2,0.4274653960455907,0.3469565217391303,0.4810284629166666,0.5124981533333334,0.496763308125,0.005462750193088743,0.03894455661884817,0.09124075073726944,0.09124075073726944,0.718666016037681,0.1780335355305768,0.2473835523188789,4.567451692702049,4.484072276243481,1.222479843364016,0.15041570823314887,0.3769548836466094,Sst,L2/3 IT,False,protein_coding,Q2,0.3-0.5
TNNT2,0.9334164770552889,0.6314416326701207,0.02053541928333333,0.19786130104583333,0.10919836016458333,0.001674240617338888,0.11577618663157789,3.206979233594399,3.206979233594399,0.1120587314188641,0.04663606799363511,0.4124941736773616,2.9226301664384478,3.1164223382674883,8.725783853141472,1.9505795176126235,1.6834764952884396,L4 IT,L4 IT,True,protein_coding,Q5 (best),>0.9
TNR,0.901031219480501,0.84,1.0014793254166667,0.7021004083750001,0.8517898668958335,0.6070685536132293,0.5812507378467935,-0.511769846095509,0.511769846095509,0.82411891947068,0.18386881011137973,0.22283916387389707,4.149284394637801,4.005837333732971,3.5825415552210966,0.7616144538250853,1.0630185180552243,OPC,OPC,True,protein_coding,Q5 (best),>0.9
TNRC6C,0.7087149020662764,0.64,1.0342644475,0.9529700266666667,0.9936172370833334,0.06116393578241401,0.14938873694592483,-0.11798349300390996,0.11798349300390996,0.9242915304118684,0.30809327213597376,0.3329688665785522,4.535847374523673,4.4576749948489365,1.2611784182980919,0.23408544600447773,0.39704340225796,L5 ET,L6b,False,protein_coding,Q3,0.7-0.9
TNS3,0.9024356417357922,0.748695652173913,0.18942152132916668,0.31195350433333335,0.25068751283125,0.12094534764358246,0.14113928010326673,0.716751790706244,0.716751790706244,0.08933526579902137,0.11336116428720447,1.254893792413378,2.898441494792107,3.920437152004225,5.910144698154849,1.7973123579622807,1.1789418308502402,OPC,Microglia-PVM,False,protein_coding,Q5 (best),>0.9
TOMM5,0.6010527688194998,0.6408695652173912,0.16441019125,0.258064387625,0.2112372894375,0.0034125415008861375,0.027546607953529277,0.6472625840278426,0.6472625840278426,0.3661609724474897,0.06052079249025756,0.16483449231225977,4.486985211741448,4.28781308373596,1.6488359872277687,0.3478311987133691,0.6295993693327752,Lamp5,L5/6 NP,False,protein_coding,Q2,0.5-0.7
TOP1,0.7068893109681085,0.6730434782608695,0.50424544,0.55839445125,0.531319945625,0.003493970020646366,0.030021583718067454,0.14688154760824088,0.14688154760824088,0.7182217431521631,0.17187536038008516,0.23897408833442638,4.575148661544038,4.518346177871455,1.195816386559688,0.11475613290663968,0.3037623908854016,L6 IT Car3,L6 IT Car3,True,protein_coding,Q3,0.7-0.9
TOP2A,0.0859329567756503,0.0191512554418524,0.00120397824375,0.024379628875,0.012791803559375,1.047757875973438e-06,0.00032716079522097095,3.525489085140143,3.525489085140143,0.002789451068075697,0.0075881633876882185,2.0024439559636606,4.086633242720872,4.217973214886616,3.159602359716643,0.8322812773618353,0.726292960017855,Sst Chodl,OPC,False,protein_coding,Q1 (worst),0-0.3
TOPORS,-0.0460527906980132,0.0191304347826086,0.12355895625,0.5222287316666666,0.3228938439583333,0.0005373293239369649,0.031114021467093068,2.070613004219388,2.070613004219388,0.26981202158731216,0.1753811379938482,0.6476120851869339,4.560282999596021,4.505322901546673,1.4072940179923217,0.1836556684746331,0.3306553917129416,Sst Chodl,L6b,False,protein_coding,Q1 (worst),<0
TOR1A,0.1853702215012163,0.22,0.06666614416666666,0.8049490333333335,0.43580758875000003,0.00032990597470035495,0.09513777443261633,3.57418252175416,3.57418252175416,0.16203578945840283,0.21636644601790675,1.327110119420195,4.534622850642927,4.477549712292856,1.7631222184703874,0.2667153742555791,0.3751167075063,Endothelial,L6b,False,protein_coding,Q1 (worst),0-0.3
TOR1AIP1,0.4667675568489358,0.5234782608695652,0.13424612879166667,0.52880651,0.3315263193958333,0.0010852984413489517,0.015261916619073612,1.9698782711785132,1.9698782711785132,0.25308259834097246,0.19853772170580924,0.7813904730278954,4.544892737971782,4.542526732705046,1.6301997083254811,0.2402321432215839,0.22869993565656233,VLMC,Vip,False,protein_coding,Q2,0.3-0.5
TOR4A,-0.170735793741187,0.1187784250776237,0.005326520671416667,0.05412154016666667,0.029724030419041668,0.00024836153918925737,0.0011305841753946166,3.123131999984357,3.123131999984357,0.0011434564430493135,0.014369075351154479,6.703693652254867,1.7532037979479533,4.316505960421216,12.01422259438634,2.89638874831386,0.6081904568192847,Endothelial,L6 IT,False,protein_coding,Q1 (worst),<0
TOX,0.8214521913032513,0.9191304347826086,0.87498355625,0.4541569734166666,0.6645702648333334,0.7231338091906,0.27604180148206725,-0.9445396039174898,0.9445396039174898,0.5055242784199785,0.09843854510229628,0.19434121777806898,3.856956069296973,3.7765152099795904,2.810204011762535,0.9514100600951435,1.1325039792133336,Lamp5 Lhx6,L5/6 NP,False,protein_coding,Q4,0.7-0.9
TP53TG5,0.8427588972153899,0.4678260869565216,0.12479509733333333,0.05265654812500001,0.08872582272916667,0.03081425851275899,0.0017154284410978553,-1.2292495464246436,1.2292495464246436,0.24886564750960957,0.030929261710911087,0.12378356936689978,3.9108309450438057,4.255697221586015,7.464197872388642,1.3770085406634034,0.770002640622834,Oligodendrocyte,Oligodendrocyte,True,protein_coding,Q4,0.7-0.9
TP63,0.822940077057865,-0.1434782608695652,0.033114423045833334,0.021808358625,0.02746139083541667,0.008607773383348673,0.0004244289688157685,-0.5808191885381141,0.5808191885381141,0.029511372657551636,0.009041215951288125,0.29632281879820316,2.616536696930771,4.128653426406721,13.992286664897856,2.742751851136183,0.9247787166475876,VLMC,VLMC,True,protein_coding,Q4,0.7-0.9
TPBG,0.9570412139291876,0.72,0.043543622233333336,0.179673326,0.11160847411666666,0.01111621410982214,0.09893952285415569,2.0200927410781766,2.0200927410781766,0.168255609855629,0.046751389625666856,0.2762176666731736,2.7691357805487207,3.3841907080311238,11.83847446677011,2.3703484585306236,1.7137978579995103,L4 IT,L4 IT,True,protein_coding,Q5 (best),>0.9
TPCN1,0.8493328266488334,0.6913043478260869,0.3371024733333334,0.210807474375,0.2739549738541667,0.08032957341040915,0.02516268935322294,-0.674707069249678,0.674707069249678,0.46408308631211187,0.10715686048389643,0.23040369266833474,4.254289725970468,4.298057396545579,3.6418985237940795,0.8230649135051786,0.7366324052963152,Astrocyte,Astrocyte,True,protein_coding,Q4,0.7-0.9
TPD52L1,0.9321545854545548,0.8991304347826086,0.217456073525,0.216584930775,0.21702050215,0.18313094377042127,0.14885248168457701,-0.0057645725289975965,0.0057645725289975965,0.16793515072509277,0.08660654565583895,0.5126614874649343,2.961958548541589,3.2977672225132344,8.615095773743118,1.926493827922484,1.743845882864928,Astrocyte,Astrocyte,True,protein_coding,Q5 (best),>0.9
TPGS1,-0.1675600747112184,-0.1365217391304347,0.05571809133333333,0.12968108108333334,0.09269958620833334,0.0002818701745107431,0.0038108955276201363,1.204169405697067,1.204169405697067,0.12430900999981778,0.058560324745717846,0.4673273274268387,4.524047869454306,4.4089887179162055,1.5623228993833567,0.2949759635365988,0.46600995725354166,Endothelial,L6 CT,False,protein_coding,Q1 (worst),<0
TPH1,0.215681946989207,0.0695652173913043,0.015494560895833334,0.04319173070833333,0.02934314580208333,3.699531381672165e-05,0.0007081196821071133,1.4217860611536268,1.4217860611536268,0.03431825961559446,0.012570057891459346,0.35590819106808846,4.454265556616008,4.358881541882885,1.9259066585116724,0.38428407006398324,0.6031301280962302,Lamp5 Lhx6,L5/6 NP,False,protein_coding,Q1 (worst),0-0.3
TPO,0.2138698170892894,0.5526546914654648,0.014944831480416665,0.02153194696666667,0.01823838922354167,0.0005518781828056033,0.000223310660551826,0.4988831310816779,0.4988831310816779,0.04769014515342499,0.005604631316742378,0.11510812504423461,3.243089608807662,4.24970328584095,5.324135243964733,1.5388237754227947,0.6794065410735344,L5 ET,L6b,False,protein_coding,Q1 (worst),0-0.3
TPRG1,0.2693427170161158,0.1660869565217391,0.0766429328375,0.03129050772916667,0.05396672028333333,0.004485318433981117,0.00033587464793643324,-1.2657444888123175,1.2657444888123175,0.13133726138544222,0.009294923541757951,0.07023663210534324,4.090929484547497,4.336549101872787,3.094402983023112,0.855426741256596,0.5733691195600216,L5 ET,Pvalb,False,protein_coding,Q1 (worst),0-0.3
TRA2B,0.4355444008833729,0.2460869565217391,0.3660397975,0.87918562,0.62261270875,0.0017093958815449072,0.100528488890036,1.261871301432689,1.261871301432689,0.6036794534711925,0.2553682219710269,0.42231999203060877,4.576172602777194,4.495895937497046,1.289358980152971,0.11057356639388508,0.35303868618544243,Microglia-PVM,Microglia-PVM,True,protein_coding,Q2,0.3-0.5
TRABD2A,0.9290292690784554,0.8280061078539322,0.04682880650833334,0.11759789958333333,0.08221335304583334,0.007751009944645321,0.053952089559611574,1.3101267626690027,1.3101267626690027,0.162276133806305,0.03741033743109527,0.22912312142003113,3.1986985720227388,3.1423251035173796,8.739799292710316,1.8404514047279918,1.9335832134043782,L5 IT,L5 IT,True,protein_coding,Q5 (best),>0.9
TRABD2B,-0.0390560801752144,-0.2124836885602435,0.01011485354125,0.01736963955,0.013742246545625,0.0012494584592880704,0.0001482382957375848,0.724834379776625,0.724834379776625,0.0034813514635513893,0.0041054501003298235,0.9161187498282781,1.7204886161137434,4.205877268559314,17.082026872200018,3.421051478123649,0.6861952345221265,VLMC,Chandelier,False,protein_coding,Q1 (worst),<0
TRAF3IP3,0.8715908199665137,0.4702044367116137,0.027272386245833335,0.04960727744583334,0.03843983184583334,0.00734145061523783,0.004445212453985945,0.8399512081374974,0.8399512081374974,0.024733618347740825,0.016444864727725723,0.6390420696189982,2.3568301099227544,3.7507028459464515,15.676041184893267,3.0755734206179257,1.31570694062999,Microglia-PVM,Microglia-PVM,True,protein_coding,Q4,0.7-0.9
TRAPPC13,0.6840668031363748,0.6539130434782607,0.3267411504166666,0.25588201941666666,0.29131158491666664,0.005093786225803961,0.021755798350343396,-0.35145091406421336,0.35145091406421336,0.5824927350454314,0.06854717807966722,0.11747734626778182,4.550767506635854,4.348118741473904,1.4036298134322975,0.21383304514795015,0.5642947893372208,L2/3 IT,L2/3 IT,True,protein_coding,Q3,0.5-0.7
TRAPPC2,0.669834688786068,0.6530434782608695,0.17155291991666666,0.18813794604166667,0.17984543297916666,0.0017800075621283572,0.011884064894761208,0.13239994779304523,0.13239994779304523,0.3850753443111136,0.05320940101944474,0.13782128748570555,4.536203725873519,4.354359534554424,1.2682949967024244,0.2407526667967374,0.5672368101355839,L2/3 IT,L2/3 IT,True,protein_coding,Q3,0.5-0.7
TRDMT1,0.461019990616478,0.5121739130434783,0.223056671875,0.18856636904166665,0.20581152045833334,0.0174120163827979,0.015224986422164705,-0.2411606486629986,0.2411606486629986,0.325950634727402,0.05563115529211145,0.17015154394330637,4.356239193676066,4.320699522363132,2.586154877820778,0.579118731975973,0.6405787322121125,Pax6,L5/6 NP,False,protein_coding,Q2,0.3-0.5
TRDN,0.1457698084705043,0.0417391304347826,0.016385891695833335,0.04173669120833332,0.02906129145208333,0.0008704053279729556,0.0005752038358638204,1.2975581523321331,1.2975581523321331,0.03761753202770624,0.012385543280208564,0.32072332512918034,3.2239993785116776,4.3176997769380305,7.275771267932627,1.7625806073681054,0.5625370971058267,L5/6 NP,Lamp5 Lhx6,False,protein_coding,Q1 (worst),0-0.3
TRG-AS1,0.3627589541720226,-0.0379168303842873,0.0061344498624999995,0.010337788708333333,0.008236119285416666,0.0002364912106978352,6.25393011269961e-05,0.6682651955011775,0.6682651955011775,0.007589054864059928,0.004612865281269457,0.5370631989523722,2.8599661927917492,4.099869349086466,12.506186817008972,2.454088261931413,0.7488712494409179,Microglia-PVM,Microglia-PVM,True,antisense,Q1 (worst),0.3-0.5
TRHDE,0.9394150838488712,0.8452173913043477,0.508428704625,0.13491693529166668,0.32167281995833336,0.4712609429767814,0.04350030316696034,-1.906155025454923,1.906155025454923,0.629505546127689,0.028069285236524168,0.044518696796426935,3.5671062310567416,3.447539729187415,4.35905895918022,1.3217793399353333,1.5133450884648738,L5/6 NP,Sst,False,protein_coding,Q5 (best),>0.9
TRHDE-AS1,0.9017435693531296,0.8069565217391305,0.1337278843916667,0.13704563987916665,0.13538676213541667,0.0356979376828949,0.05253569413979954,0.035096847910579154,0.035096847910579154,0.34921305433942157,0.029222501556841474,0.0834420681775027,3.5135813045039193,3.0977224035203594,5.378646819038602,1.38311371134267,1.6372700277653036,L5/6 NP,L5/6 NP,True,antisense,Q5 (best),>0.9
TRIB2,0.9228433393582236,0.9156521739130434,0.1320980090416667,0.832298459375,0.48219823420833335,0.011621183567086055,0.41872987782293775,2.6463443220762155,2.6463443220762155,0.21969658346875376,0.22755264432497957,1.031065550487765,4.105480762462623,4.175993654706315,2.6566943933977414,0.798890406143445,0.7611078156220543,OPC,L5/6 NP,False,protein_coding,Q5 (best),>0.9
TRIM2,0.8496240480853885,0.6808695652173912,1.1145807458333332,1.2327183720833335,1.1736495589583333,0.21381500187743965,0.30178602427559964,0.14521816010395816,0.14521816010395816,0.9312542333390006,0.42848905597719106,0.4596268278047897,4.448019078530513,4.417352131750331,2.2273197426749913,0.40613072590138755,0.43625858899376935,Oligodendrocyte,Oligodendrocyte,True,protein_coding,Q4,0.7-0.9
TRIM21,0.8589662736048922,0.5579473930549343,0.003943593326333333,0.07518796116666666,0.0395657772465,4.0092659511184544e-05,0.004588447808865987,3.9459310752601957,3.9459310752601957,0.002534540396058337,0.02853057176465109,8.071932576147079,3.3637094533876644,4.130530590153986,6.611894240181102,1.5718047867468292,0.8819478113327412,Endothelial,VLMC,False,protein_coding,Q4,0.7-0.9
TRIM23,0.8616983425745275,0.7104347826086955,0.3208496258333333,0.66094216625,0.49089589604166667,0.006968007395534903,0.09306389720299739,1.0403183829298177,1.0403183829298177,0.6005039948140485,0.17572710288994323,0.2921461942148335,4.532826015126782,4.415579776244114,1.3519151810553123,0.2546895121052228,0.45184081180668817,L4 IT,L4 IT,True,protein_coding,Q4,0.7-0.9
