gene,pearson_r,spearman_rho,mean_ref,mean_spatial,var_ref,var_spatial
KIF5A,0.8966043092950688,0.8313043478260868,0.409479881527409,4.46064704528667,0.03932773700438676,0.5256676142846254
KLF2,0.9736563857430018,0.8756521739130434,0.07406226992539817,0.42020919434779874,0.06535008969020002,0.4253793077148858
KLK6,0.9763737258355789,0.31485106202008767,0.019714037044155922,0.011189471272142587,0.007567099814914627,0.00035696655604507523
KRT17,0.6362350433410495,0.6744998202924963,0.022607122918978192,0.2519231688110723,0.00214793002932936,0.147992125469291
LAMP5,0.9437731600870067,0.7452173913043478,0.13427974872094703,0.7482657914786177,0.10153704541637971,0.9964251416998996
LAPTM5,0.961092755599775,0.7460869565217391,0.0358300108964562,0.3455375052387814,0.0232068088839518,0.1462809984421941
LATS1,0.5605747600490162,0.5756521739130435,0.41656799814764245,1.5152380628572388,0.0015998210881379732,0.12715606116197017
LGALS1,0.4868928182003728,0.7382608695652173,0.08324192149667607,1.319994039264272,0.011649519490803112,0.4002595230277925
LILRB4,0.9988794540457057,0.3124457232064596,0.021321313043115603,0.08511487405644073,0.009392784293210773,0.03301990465203225
LINC02714,0.724095539224239,0.34899926185456914,0.004831823681274157,0.11074558941677415,9.61642561077205e-05,0.013795351550722016
LMO4,0.8727426321058529,0.8599999999999999,0.5147313958337292,3.211698240335096,0.13825967322627178,1.1381007400512508
LPAR6,0.8852652222550009,0.4165217391304347,0.15896488776909704,0.23063517429062333,0.13873905638080478,0.2114402943440651
LST1,0.9971584588603188,0.30026121032375647,0.025986713598660668,0.08681139904501171,0.014230887376482886,0.011906974529211781
LY86,0.9802108227007118,0.29093281835834073,0.08609129999037379,0.06460965768768841,0.0705588210160465,0.004989302300630714
LZTS3,0.9009838941025445,0.9391304347826085,0.253999858803426,1.6150363546798199,0.019772897384727487,0.5701332899964368
MAG,0.9830172569211325,0.07652173913043478,0.06807675698407252,0.37534609000913416,0.09191560725473186,0.3950657924031842
MAP2K1,0.8471309944016336,0.7513043478260868,0.49445374043515894,1.9560432636418426,0.04554485441222817,0.8830337219691007
MAPK3,0.5535292893789949,0.6565217391304347,0.10791268143821892,1.2332856568078958,0.0021015882664799884,0.13089428651122423
MBP,0.624189232041289,0.25913043478260867,0.5295163978224019,3.0706337991391623,0.5283455369456171,0.5373032295358637
