compartment,stratum,celltype,scz_coef,scz_se,scz_pval,sex_coef,sex_pval,age_coef,age_pval,r_squared,n,ctrl_mean,scz_mean,scz_pval_fdr,scz_pval_fdr_stratum
Neuronal,L5,Astro_4,0.014257880817815252,0.00851013009428688,0.10942068899195043,0.0024339609129287437,0.7784473204557312,0.00037451605569495687,0.456983979976166,0.1703086886479943,24,0.023137917221133855,0.038569873086128754,0.45101639941447946,0.48783390508911234
Non-neuronal,L4,L6b_1,0.0009054550579160957,0.0005421759270506725,0.11048907459892784,-0.0002868334790314327,0.6036570512742121,-1.6354485796668165e-05,0.6088307305919318,0.13398561301660572,24,0.00017679435806940833,0.0010159339929001916,0.42228686697944184,0.37155532332430824
Non-neuronal,L4,L4 IT_2,-0.00033816177361304257,0.00020281585987085704,0.11103147064742337,-4.314158370984249e-05,0.8341841049359142,1.764663127971567e-05,0.14932151059152618,0.18154703501104197,24,0.0003649778559315,6.898454746136666e-05,0.42228686697944184,0.37155532332430824
Neuronal,L6,L6 IT_2,-0.014377613294940542,0.0086752609124072,0.11306062507121642,0.01179772243146528,0.19023243565372364,-0.0005002652731017415,0.3321342519865689,0.21423951024136711,24,0.14779327220590813,0.1331014478386792,0.45101639941447946,0.41404149822878117
Non-neuronal,L5,Pvalb_8,0.0017012523464925349,0.0010267992023236178,0.11315488469808002,-0.0019242347030798855,0.07641000488091046,1.8653030795185547e-05,0.7574378732618157,0.22944263089343686,24,0.004750944774270283,0.006340217755368342,0.42228686697944184,0.4299885618527041
Non-neuronal,L6,L6b_5,0.00010214985490625573,6.182862076087458e-05,0.11411896585645985,8.415494393204977e-05,0.18986669133814538,-4.0539531637056065e-06,0.2717978995047009,0.21162696205335618,24,0.0,9.864951502938333e-05,0.42228686697944184,0.4222109883138842
Neuronal,L4,Micro-PVM_1,-0.0006599807946775973,0.00039997766992260636,0.11455172602234646,0.00020261345352525078,0.6190259816691142,-3.915560045767681e-06,0.8677035702256781,0.13060876197531113,24,0.0019364747528618834,0.0012832240602593666,0.45101639941447946,0.4012008441649628
Neuronal,L6,L2/3 IT_2,-0.0035631345109704985,0.0021651367019442603,0.11545387931379475,0.0024522788812371783,0.2721356695322914,-0.00020853342610637632,0.11249999342350088,0.2570830872184564,24,0.0193119337243995,0.015412359101829566,0.45101639941447946,0.41404149822878117
Non-neuronal,L4,Pvalb_8,0.002112740200406458,0.0012854181973385452,0.11588337279900962,-0.0010376976806980246,0.43033376794133027,-4.798333291196543e-05,0.5272739949001903,0.14793271321380852,24,0.005949167401550299,0.007850996018546894,0.42228686697944184,0.37155532332430824
Neuronal,L4,Vip_11,4.198180070641739e-05,2.5570702923917272e-05,0.11626471468158381,4.5544564468436615e-05,0.09096806199063949,-3.0064170083819204e-06,0.05626008943517726,0.3023981635463632,24,0.0,3.7980539637050003e-05,0.45101639941447946,0.4012008441649628
Neuronal,L4,VLMC_1,0.011502641705567977,0.007012987675634848,0.11659972420116162,-0.0031875695174554356,0.6552901408799692,0.0003869637760595151,0.35293302886724387,0.17150935023035518,24,0.018166201843814633,0.030406738815509,0.45101639941447946,0.4012008441649628
Neuronal,L2/3,L2/3 IT_3,0.0006309768472229331,0.0003851953982563774,0.11704479267895423,-0.0001889779164837112,0.6300475569405009,-8.070646299944957e-06,0.7217898367458526,0.12548215662534035,24,0.0013932054940482333,0.0019875043054929996,0.45101639941447946,0.4510248890074574
Neuronal,L2/3,Vip_5,0.00010414932256472079,6.369388749727421e-05,0.11765866669759759,3.5600668907560673e-05,0.5835104912139297,-1.6188905034931619e-06,0.6660224389228331,0.1351634832913281,24,9.366608911670128e-05,0.00019658381138465983,0.45101639941447946,0.4510248890074574
Neuronal,L4,Pvalb_3,-0.00029905781379743524,0.0001834555680438592,0.11872132168526504,0.0001549399861347327,0.40969667000802124,-4.164163145508083e-06,0.6997643125680679,0.1481367234965687,24,0.00048739130980812495,0.00019044609843123336,0.45101639941447946,0.4012008441649628
Non-neuronal,L4,L4 IT_3,0.00019962674829938456,0.00012252236969665688,0.11889770346377865,7.300646304265835e-05,0.5590967804586917,1.4771672521906394e-05,0.050798211602383785,0.3144045964779715,24,0.0,0.00024401849095975,0.4246766236311904,0.37155532332430824
Neuronal,L4,L5/6 NP_4,-2.3816216980879428e-05,1.4682576093759678e-05,0.120446503100392,1.2979856518862758e-06,0.9306390265566942,9.7476583814803e-07,0.2660176217340303,0.14916907181313765,24,2.1180158769624998e-05,0.0,0.45101639941447946,0.4012008441649628
Non-neuronal,L6,OPC_1,0.012842429820591344,0.007918270727766708,0.12048964670466332,-0.007732161418211949,0.3418692084150985,-5.0674092419420535e-05,0.9132677934579934,0.14502217605928858,24,0.01312922813080194,0.02519589635353459,0.4246766236311904,0.4222109883138842
Neuronal,L6,Pax6_2,4.602557706380685e-05,2.8474341561417695e-05,0.12167551677156127,2.561730713459792e-05,0.3803776604129947,4.550702515816181e-07,0.7857882027511879,0.16834705130175454,24,0.0,4.934050151079167e-05,0.45101639941447946,0.4208455649017264
Neuronal,L4,Lamp5_5,0.0003346982539320524,0.0002081825649555851,0.12357049555936435,-0.0006040999395574888,0.00898806929815332,2.3590696874712893e-05,0.06493884886665377,0.40625912101241135,24,0.0009917158207851833,0.0013372509536492,0.45101639941447946,0.4012008441649628
Neuronal,L5,Micro-PVM_2,-0.007772560659543684,0.004843760697292906,0.12424521007804547,0.0028175510094070747,0.5684051096023611,-0.0006030496074358847,0.04433678207782421,0.29369122885326104,24,0.033264747305709184,0.024163073914999028,0.45101639941447946,0.49250451965779934
Non-neuronal,L6,L2/3 IT_13,7.030256561684601e-05,4.381772490587209e-05,0.12429426742178223,7.665450093358758e-05,0.09646376314689928,-3.824428751434439e-06,0.14811773099332912,0.26106815727690713,24,0.0,6.677242213259166e-05,0.42970585792892363,0.4222109883138842
Neuronal,L2/3,Sst Chodl_1,5.646301654068731e-05,3.522443529303208e-05,0.12462213446285074,3.051147426609321e-05,0.39801390205016607,1.7758329283331298e-07,0.931619372361731,0.1566509085456964,24,5.059397324590695e-06,6.452556939353349e-05,0.45101639941447946,0.45860945482329074
Neuronal,L5,Pax6_3,-0.00010859346356542396,6.77749364239066e-05,0.12477380431829113,3.734156278143514e-05,0.5888487321903211,2.5184139681855283e-06,0.5291430640465135,0.13085610628917477,24,0.00024950997179515045,0.00015055939201900738,0.45101639941447946,0.49250451965779934
Neuronal,L4,Pvalb_14,0.0007122211531472039,0.0004460599383105582,0.12601435570947808,-4.2764311167489276e-05,0.9247975517342704,7.470706623487826e-06,0.7758037731810803,0.12366018718143901,24,0.0022419714173452497,0.002970002910405408,0.45101639941447946,0.4012008441649628
Neuronal,L5,Vip_21,0.006104123786142575,0.0038244362976143464,0.12615062656890144,-0.003180229573745679,0.41682514590945463,-0.00012824382146164274,0.5697366153889537,0.1416854130751959,24,0.04252539506531633,0.0480319207433229,0.45101639941447946,0.49250451965779934
Non-neuronal,L2/3,Sst_11,0.00033401571173448234,0.00020983704694934276,0.12711554767587024,0.00039212252482695816,0.07718400134548006,-1.508047853844708e-06,0.9026542872784756,0.2469254766362351,24,0.00012446879157423333,0.0004872505096099917,0.42970585792892363,0.42021182036685356
Neuronal,L4,Vip_13,-9.402314055104875e-05,5.92539563963257e-05,0.12824657300613687,8.184447620097274e-07,0.98914836333505,2.5644772459921455e-06,0.46436895916231447,0.12277615682128395,24,0.0001559178058512999,6.8613413355025e-05,0.4526368498271376,0.4012008441649628
Non-neuronal,L4,L6b_6,-0.0001213266584866723,7.647867366952436e-05,0.12833073257455213,-2.364827152515997e-06,0.9757101709271208,4.732947815626087e-06,0.2988326235428635,0.13965277631000617,24,0.00010924961608085834,0.0,0.42970585792892363,0.37744333110162387
Neuronal,L5,Sst_20,0.0004061383485111535,0.00025640084966604195,0.12887968738708766,0.00032149475987791804,0.22565846552368707,-2.9938977168624845e-06,0.8425298769880681,0.17991570025844494,24,0.0008175942405428166,0.0012427596442980667,0.4526368498271376,0.49250451965779934
Non-neuronal,L6,Astro_5,-0.0054988996628423095,0.0034814501317831374,0.129911073327349,0.0033513767615484893,0.34860961708113414,3.69787956464832e-05,0.8565828614035205,0.13960926394062234,24,0.015798490857075766,0.010674770934405714,0.42970585792892363,0.4222109883138842
Neuronal,L6,L5 IT_2,-0.002781074327011353,0.0017633186084028798,0.13044022874257388,0.0005891347664149535,0.7425064345512375,0.00018457217828360384,0.08629261437451034,0.20858481030235598,24,0.014960491608299186,0.012707169027504558,0.4526368498271376,0.4208455649017264
Neuronal,L4,Pax6_2,-0.00015495523502986498,9.842277327000825e-05,0.13108542433112647,-0.00012483440792950405,0.22054339452848185,-3.912539366992835e-06,0.5011017569983731,0.21909662062907853,24,0.00047242028072428337,0.00029691565960855834,0.4526368498271376,0.4012008441649628
Neuronal,L6,Lamp5_3,0.00011939602302503338,7.639598735940935e-05,0.133771503342305,-0.00016862315311735084,0.03966793684789755,5.28339376813145e-06,0.24721259398116394,0.28956242854861913,24,8.223622492130833e-05,0.00020128191969191666,0.4579973504261968,0.4208455649017264
Neuronal,L6,Sncg_6,0.00011100787079889612,7.138521107456963e-05,0.1356157492325118,7.873585042410207e-05,0.28450908825278365,-2.0646687342562886e-06,0.623560258767403,0.16218592920033859,24,6.599169351975833e-05,0.00017820651093649166,0.4582186589080801,0.4208455649017264
Neuronal,L4,Pvalb_13,-2.0577796894562623e-05,1.3250345049144317e-05,0.13610455215091488,-1.8851001140540156e-05,0.1714384946691804,9.132943847972924e-07,0.24874834749843047,0.20984399560010236,24,1.9780236885033335e-05,0.0,0.4582186589080801,0.4043105813894824
Non-neuronal,L2/3,L4 IT_2,-0.00018733852478484153,0.00012086083322806667,0.13681315081711512,-2.1844311127298542e-05,0.8588018416810889,7.495793960346905e-06,0.2978144215755269,0.13677904518519868,24,0.0001697197917082833,0.0,0.4456792034193901,0.42021182036685356
Neuronal,L6,Astro_4,0.013390387092408374,0.008656705143649497,0.13758412698710287,0.0060958494190584845,0.4907012528691852,0.0008329825424572648,0.11281636310170637,0.26358959178581853,24,0.04167637180059334,0.0577349477380291,0.45937179589082283,0.4208455649017264
Non-neuronal,L6,L5/6 NP_1,-0.00010109578269558309,6.561506008387647e-05,0.13905367823290374,4.930854210550823e-05,0.4624126707405194,2.1296498752181284e-06,0.5820850685266705,0.13049406223345028,24,0.00010115038896422498,9.686543453833333e-06,0.4462170271652881,0.43040424214946393
Neuronal,L2/3,Lamp5_5,-0.0013964176263495075,0.0009073988016780659,0.13949514961006068,-0.00046433443246376364,0.6154829694257391,4.997530920684586e-05,0.3538113441016193,0.1370138404389758,24,0.009189913195847067,0.007884403668668667,0.461934757725119,0.49359822169713785
Non-neuronal,L4,L6b_2,0.0003623000490687564,0.00023649610869049017,0.1412007851403867,-0.00020413832113390132,0.3996333104481521,-2.626476898520982e-06,0.8501274944724446,0.12818976009373528,24,0.00010288065843620834,0.00044135785065364173,0.44644365889975207,0.3922244031677408
Neuronal,L6,Chandelier_2,-0.002970862644326245,0.0019487939542239393,0.14305094470313814,9.806816479819395e-05,0.960480770429593,3.804716155328438e-05,0.7399954242144982,0.10476722233515146,24,0.015555189227162577,0.012691167902197702,0.4698583874802261,0.4250656642607533
Neuronal,L2/3,L5 IT_2,2.5571786856005984e-05,1.6889090375546775e-05,0.1456443062034239,-1.8550358464930702e-05,0.28646840938108775,5.025699670460147e-07,0.6136461263295505,0.15414312541799635,24,0.0,2.532925509846774e-05,0.4745185460176069,0.4962694878042591
Neuronal,L5,Sst_25,-4.063086710948931e-05,2.7033113197346912e-05,0.1484647159472002,2.135021316904894e-05,0.4402439630857813,-1.7030638159220932e-06,0.29046055103801627,0.17450490499204274,24,6.219484673080984e-05,1.892655188945e-05,0.4760670707528353,0.5477836071155319
Neuronal,L6,Sst_10,-0.0028831960083660724,0.0019183474919079416,0.14847636365063674,0.0014794473602597552,0.45091077443230954,0.000160794206968511,0.16402754254516802,0.1858744799346994,24,0.0166610046848502,0.014318088933244115,0.4760670707528353,0.4289317172129506
Neuronal,L4,Sst_25,-0.000254895526383453,0.0001708117742539117,0.1512379361547452,-0.00016563301242443284,0.3451725418915218,-1.7129981412452822e-05,0.09930386114778254,0.2833343903194543,24,0.0005134757821353083,0.00020035375292019167,0.4811033559568273,0.4336849254072299
Non-neuronal,L6,Sst_23,3.073176000562158e-05,2.0762570200799895e-05,0.15441391727660966,-2.7834469902710847e-05,0.1963366170169689,-1.9684888267185043e-07,0.8718332359243521,0.1583177802149185,24,0.0,2.7901726078e-05,0.48114481470247944,0.4493215964152515
Neuronal,L4,L4 IT_4,0.0005343556012214906,0.00036286554679268305,0.15642251531780452,-0.0003403559910604428,0.3608328355368574,-2.5784697604143477e-05,0.23489572320329347,0.17486438820923478,24,0.002082074085313508,0.0025211983714932165,0.48746585061965053,0.4336849254072299
Neuronal,L5,Sncg_5,-0.00010956219659058724,7.467504318948756e-05,0.15787522795635633,-3.1596521522953777e-05,0.6776135652178807,3.124114914259961e-06,0.4792023689676026,0.11592645569397675,24,0.00027943735396553484,0.00017534398525901568,0.48746585061965053,0.5630883130443376
Neuronal,L4,Lamp5_Lhx6_1,-0.00048314799419472634,0.0003301351253591092,0.15887467564423274,-0.00015823770709404508,0.6378992068033107,2.268794002054807e-05,0.250097758293253,0.14197472857724924,24,0.0022413480462835666,0.0018038509676176252,0.48746585061965053,0.4336849254072299
Non-neuronal,L6,L5/6 NP_6,-0.00010654269621143476,7.28219656910818e-05,0.15899071873155055,3.134977942495437e-05,0.6723399077471437,1.2431785050887585e-06,0.7716044571304584,0.10211667266015201,24,0.00010070623833615833,0.0,0.4883286361040481,0.4493215964152515
Neuronal,L6,Chandelier_1,7.867869177141529e-05,5.3843433273205e-05,0.15948106118908117,-4.609424611947458e-05,0.40345226159384273,1.6536249128885474e-06,0.6023926027178073,0.13497916177249958,24,4.403767587236667e-05,0.00012316358107458333,0.48746585061965053,0.43561767516643285
Neuronal,L2/3,Vip_21,0.004675413040554624,0.003207112991488546,0.16041309925872932,1.3339732789760528e-05,0.9967320966691835,-0.00020646108547891636,0.28034368116981423,0.1291101323817151,24,0.039689259468777514,0.04383036173872263,0.48746585061965053,0.517079445589825
Neuronal,L6,L2/3 IT_3,0.00016257482482944419,0.00011153675323666758,0.16047761913963743,7.205116311340801e-05,0.5268350049411218,-6.899318698534046e-07,0.9161556804083617,0.11939345451263583,24,0.00022182448609794165,0.00038861435120435007,0.48746585061965053,0.43561767516643285
Neuronal,L6,Pvalb_10,6.817614989018802e-05,4.7111624734182596e-05,0.1633566281874123,1.0106927000775486e-05,0.8327890223863468,3.215756799144224e-06,0.25321084964625695,0.17677490823146447,24,2.6547732823616665e-05,0.00010390565592965001,0.4925080431918998,0.43561767516643285
Non-neuronal,L2/3,L6b_2,0.00042861809101820775,0.0002977578661579258,0.16548209077127776,-0.00010200493393324062,0.7362359318334399,-5.923785963770071e-07,0.9729856033812444,0.09717543311076005,24,6.858710562414166e-05,0.00048716855032130833,0.4995519141808793,0.44073657855868514
Neuronal,L4,Vip_5,6.36237989489803e-05,4.433723237217583e-05,0.1667421224427801,3.083485519761889e-05,0.49602001819778463,2.2005096125699118e-07,0.9326794917794781,0.1244258910002074,24,3.445492334258333e-05,0.00010121895905089167,0.4989912404954308,0.4380446566018175
Non-neuronal,L2/3,Endo_1,0.02582821451958343,0.01802327642678639,0.16729180381871306,-0.021092297763243426,0.25699683037321885,-0.0001897645278920372,0.8578215322103449,0.1392785611881261,24,0.1176243441982201,0.14120274456186654,0.4995519141808793,0.44073657855868514
Neuronal,L4,Vip_6,-3.527809525378241e-05,2.4826987796818753e-05,0.17073371437620585,-3.435754028546247e-05,0.18287447247598923,-4.079030513628228e-06,0.010304320806844096,0.4308367101739239,24,7.220839392997184e-05,2.3488884520391667e-05,0.5071795632940233,0.4380446566018175
Non-neuronal,L5,Sncg_5,7.255632234481667e-05,5.138329326340515e-05,0.17330284944337007,-1.5084063005609219e-05,0.7727677578383362,-6.06604237229771e-07,0.8408171292998243,0.09242884265389084,24,0.0,6.97261901058e-05,0.5062514753714626,0.5835297090659617
Neuronal,L4,Sst_19,-9.592371949456e-05,6.796157092956305e-05,0.1734830323175515,-0.00018184520760654548,0.014780156270077768,2.2789276187550402e-07,0.954484236897403,0.3316654769871292,24,0.0002232409981359,0.00011275451323659168,0.5115850004108817,0.4380446566018175
Non-neuronal,L2/3,Vip_1,0.00024446858972541484,0.00017352651949403987,0.1742446938487825,0.00026570511996786857,0.14249206274303833,-1.5970350497993152e-05,0.12835761730281264,0.23076049372687057,24,0.0,0.00022519424076460832,0.5062514753714626,0.44073657855868514
Neuronal,L2/3,L2/3 IT_12,0.00879520773990461,0.006258539723786324,0.17527195237900914,0.0004510053085594358,0.9434341797478906,-0.0009083610309426948,0.02116047101133407,0.27087994089414635,24,0.059039741858957114,0.06551685043433031,0.5131149910226064,0.517079445589825
Neuronal,L6,Pax6_1,0.0005237587299411868,0.00037854220607219636,0.18172436493470337,-0.00031751582870206637,0.4128532998957133,6.3839562939339664e-06,0.7742912648040492,0.11597779477778947,24,0.0008621524997301583,0.0013760073039351083,0.5256565541906424,0.4620598544443221
Neuronal,L6,L6 CT_4,-0.00019735406530670317,0.00014278421104876868,0.18215821184824238,-0.00012071393974745537,0.409225410579243,-3.6334597513016723e-06,0.6656480516587957,0.1449328684715404,24,0.0005456407889587168,0.00032880445638468333,0.5256565541906424,0.4620598544443221
Neuronal,L2/3,Lamp5_6,3.584253327530573e-05,2.6052257613171525e-05,0.18409844877820858,-8.977523437722581e-06,0.7347434775991246,2.2843794182034423e-06,0.1463457398659092,0.1951565051230062,24,2.3010001509121734e-05,6.40285651224915e-05,0.5274877539460728,0.517079445589825
Non-neuronal,L5,L2/3 IT_7,6.148489885133791e-05,4.500411247123766e-05,0.18704025823001183,-1.032447009347141e-05,0.8213947064663583,6.143467644028506e-07,0.8163790622399315,0.0932832034517761,24,0.0,6.22177322859e-05,0.5361820735927005,0.5835297090659617
Neuronal,L6,Vip_16,0.00014788242719684225,0.00010837944363053591,0.1875714690377683,7.484860280218683e-05,0.4989916806075191,-7.463256445864213e-06,0.24917205507913745,0.1409159548629212,24,0.0001974186030611833,0.00033218370210860005,0.5336540386708338,0.4644626852363787
Non-neuronal,L5,L6b_1,0.0003334341563671499,0.00024555030366334824,0.18961723914884904,0.00036559575009891703,0.15326315683738623,-2.724320189165061e-06,0.8502745750854207,0.17940491325466568,24,0.00040179937455455837,0.0007586347730727167,0.5364171896974019,0.5835297090659617
Neuronal,L2/3,L6b_6,4.4994702262372836e-05,3.316210337838582e-05,0.18995923194421524,-3.111082883882337e-05,0.3607442276653282,1.1254776361291497e-07,0.9539337007998614,0.11433056425928279,24,0.0,4.269400705944035e-05,0.5366680398983423,0.517079445589825
Neuronal,L5,L5/6 NP_6,0.0004563984770708143,0.0003396249189087989,0.19405113110939312,0.0005377603007342706,0.13007996060712076,-2.7568976713699988e-05,0.17709407477115127,0.21778114338646937,24,0.0011519733129739334,0.001581689602161742,0.5370588162307051,0.6202980294172004
Non-neuronal,L5,L2/3 IT_2,-0.0002135976838659732,0.00015911755113644726,0.19450990302198723,0.00013472012961438407,0.4085498362610889,2.803147794659145e-06,0.7645364189772559,0.10851185943442432,24,0.00022182804388700834,2.672653410305e-05,0.5431120668795748,0.5835297090659617
Neuronal,L5,L6 CT_4,-1.5822243283607624e-05,1.181174325710136e-05,0.19542066574883338,-1.4383849128726516e-05,0.23881975165905917,-5.331927956790905e-11,0.9999386917688493,0.15376937923021594,24,1.7021035652333176e-05,0.0,0.5370588162307051,0.6202980294172004
Neuronal,L2/3,Pvalb_8,0.0025688597535149815,0.0019220609071895415,0.1963885597679711,0.0002567569551276353,0.8953723527591437,-4.409799303527193e-05,0.6967005494336775,0.08537360958419127,24,0.025466122467507155,0.027942017838677974,0.5370588162307051,0.517079445589825
Neuronal,L6,L6b_5,0.0008461460860619488,0.0006340535518267126,0.19703466603321856,-0.00017466584369160633,0.7863895108960373,-3.184151140183733e-05,0.3969900489024857,0.10468894877703505,24,0.002738701384500908,0.003487716330686458,0.5370588162307051,0.4751072242336249
Non-neuronal,L4,Pvalb_14,-0.00010335378683477782,7.767092319179015e-05,0.19827329226855964,-9.390049271091469e-05,0.24211527343765316,-3.648741506057714e-07,0.936271286183949,0.1544671455894946,24,0.00011212506819125833,0.0,0.5450813853106382,0.5217718217593674
Neuronal,L2/3,Astro_4,0.008547984600967912,0.006427662531664114,0.19852822597686964,-0.006515334346506144,0.32424810859591624,0.0005336289643046667,0.16788797094670818,0.19739461516686352,24,0.035920919271979865,0.045309837124835696,0.5370588162307051,0.517079445589825
Neuronal,L5,OPC_1,0.0001931109573447079,0.0001454487226994015,0.19923598236060774,-0.00012995150621823603,0.3836114234787604,-5.0399218602145584e-06,0.5570491111002145,0.1192607528293993,24,0.0004604403957739432,0.0006296518635763083,0.5370588162307051,0.6202980294172004
Neuronal,L4,Pax6_3,-0.00018032263813229057,0.00013632946873412194,0.20086201414012217,1.3831264630182224e-05,0.92043304121715,-2.8542059935442476e-06,0.7219927420928556,0.0932310166965793,24,0.00041540256174045005,0.00022883062145075,0.5370588162307051,0.49480642507688627
Neuronal,L6,L2/3 IT_5,-6.177022923719959e-05,4.6715856585978644e-05,0.20100690256037976,9.629529248891884e-05,0.053149149699446965,1.7533209595461255e-06,0.5250571248192796,0.2376408957939894,24,7.6932285354025e-05,2.7733609512658336e-05,0.5370588162307051,0.4751072242336249
Non-neuronal,L2/3,L2/3 IT_13,0.0004194633309748569,0.00031779613389605133,0.20177312901422453,-0.00040911223388843764,0.2139673588517501,3.686443012077718e-06,0.843548558863024,0.1391991934618947,24,0.0,0.00039493082036214165,0.5450813853106382,0.4735749030723002
Neuronal,L2/3,L4 IT_4,6.144914351267387e-05,4.658649526162332e-05,0.20206173283927517,8.076780315543587e-06,0.8644964802864299,-3.6326175778641086e-06,0.1940020673109754,0.134970438056646,24,3.8224542842429426e-05,9.0926163129471e-05,0.5370588162307051,0.517079445589825
Non-neuronal,L5,Astro_2,-0.010604740786381938,0.00809486786767789,0.20502454331438177,-0.0016697640750052362,0.8391282961980034,0.0005133417469735756,0.2873723425732869,0.11451949435898678,24,0.030034881830633738,0.020622260301819507,0.5450813853106382,0.5843199484459881
Neuronal,L2/3,Astro_3,0.0003917798982936508,0.00030100010944597127,0.20784916577817875,-0.0002833048885256103,0.35920890769365565,-1.4380562097256962e-05,0.41995614795476566,0.13200745466342434,24,2.3984296076253337e-05,0.00035486186262055,0.5380532532303892,0.517079445589825
Neuronal,L2/3,Oligo_3,8.580066284134563e-06,6.5930657149950125e-06,0.20792183108031081,-1.953577811243041e-06,0.7707041679520275,3.4422630596689525e-07,0.37888451943906043,0.12618839520368774,24,0.0,9.309961686671786e-06,0.5380532532303892,0.517079445589825
Non-neuronal,L2/3,L4 IT_1,0.00017724619884024184,0.00013661458009146493,0.20925402693892337,-2.3163852352490747e-05,0.8674485593416499,7.514488593952103e-06,0.354413004971043,0.13000222442315512,24,0.0,0.00019480345156451667,0.5450813853106382,0.4735749030723002
Neuronal,L6,Pvalb_6,-0.0013976493638975674,0.001078869132327077,0.20990972546587,-0.001281286016103494,0.2502421257893951,-1.535301449195733e-05,0.8087399271051805,0.15517516380650553,24,0.009742169369973682,0.008197930687151684,0.5380532532303892,0.48026757409291065
Neuronal,L2/3,Sst_3,-0.0001160828544685066,8.968923662169202e-05,0.21031500834428252,-7.880375419859187e-05,0.39140174878704026,-4.806249516707525e-06,0.3666858190821002,0.1737000798408288,24,0.00037155693258042504,0.00023644289151537426,0.5380532532303892,0.517079445589825
Neuronal,L5,Vip_2,-1.4686254830652153e-05,1.1349952450067916e-05,0.21042676735247895,1.1584827939967495e-05,0.3209747114419079,8.598083223669083e-07,0.20647592549311078,0.17390842243386906,24,1.1491082919650002e-05,0.0,0.5380532532303892,0.6202980294172004
Non-neuronal,L4,Pax6_2,-6.152785674865143e-05,4.755046514610791e-05,0.21042676735247895,4.853447268669264e-05,0.3209747114419079,3.6021547971151667e-06,0.20647592549311078,0.17390842243386917,24,4.814172925090833e-05,0.0,0.5450813853106382,0.5260669183811973
Neuronal,L5,Vip_5,-1.4686254830652153e-05,1.1349952450067916e-05,0.21042676735247895,1.1584827939967495e-05,0.3209747114419079,8.598083223669083e-07,0.20647592549311078,0.17390842243386906,24,1.1491082919650002e-05,0.0,0.5380532532303892,0.6202980294172004
Non-neuronal,L6,L6 CT_3,-8.694262859748886e-05,6.719171850442378e-05,0.21042676735247895,6.858218140462975e-05,0.3209747114419079,5.090065268413743e-06,0.20647592549311078,0.1739084224338694,24,6.802721088435e-05,0.0,0.5450813853106382,0.5617521285756404
Neuronal,L6,Vip_19,-0.00028110906086686784,0.0002182407357426077,0.21242604238724894,6.934239400495238e-05,0.7546774106552877,2.6797175261794916e-05,0.0470506552286544,0.22368963441811973,24,0.0013560379846337333,0.0011502014644462,0.5392801391776489,0.48026757409291065
Neuronal,L2/3,Sst_7,-1.3393858423449401e-05,1.0425627258913685e-05,0.21357629274362336,-1.2129678072396956e-05,0.2596958150748159,-2.9545698353510723e-07,0.6305384654838444,0.16473206375704652,24,1.5170883373450192e-05,0.0,0.5392801391776489,0.517079445589825
Non-neuronal,L6,L2/3 IT_7,-0.00012545495121596675,9.82038891478883e-05,0.21605851099063092,-1.9801845644245562e-05,0.8426911607378165,3.84859104188452e-06,0.5071107617543418,0.08797718581751823,24,0.00016804167225238336,5.091724666801667e-05,0.5530069031307815,0.5617521285756404
Neuronal,L4,L5 IT_2,0.00012643565232783432,9.908121700502027e-05,0.2165478190602984,2.9464151540562408e-05,0.7699043772099882,2.6864410504165757e-06,0.6453174410372633,0.10237214841510778,24,0.00013728011157535517,0.00027313794698898333,0.543387073915283,0.5155161977680353
Neuronal,L6,Micro-PVM_2,-0.0077292764899121,0.006109597359818155,0.22037610147459102,0.003407425826562364,0.5843240354934376,-0.0009006792020243813,0.01945201960335779,0.31352389595258756,24,0.042840605566856156,0.0330595198319077,0.5464943216629675,0.4876407351778184
Neuronal,L5,L5/6 NP_1,-0.000153592014987884,0.00012143817166105642,0.2204915208689696,0.00023144121966922583,0.07191469113672416,-6.916558048859882e-06,0.33798483638897336,0.2235978938211164,24,0.0007163469073533083,0.0005641047201311501,0.5464943216629675,0.6202980294172004
Neuronal,L5,L2/3 IT_12,0.004468515664818173,0.0035674417314391707,0.2248066070454808,-0.0001506526782557938,0.9668317251521414,-0.0001658174662989613,0.43246600755222875,0.08978145380081848,24,0.02257192860035086,0.02659786991271242,0.5491724688564353,0.6202980294172004
Neuronal,L5,Pax6_1,0.0004043707535535254,0.0003231492268693887,0.2252486891884933,-9.992256782772417e-05,0.7610363314936313,1.7544020873593022e-06,0.9263776751430717,0.07731721849800655,24,0.0013472004119038,0.0017477940342182337,0.5491724688564353,0.6202980294172004
Neuronal,L6,Astro_3,0.0016305131613439652,0.001308245519648578,0.2270424417081192,-0.0010383763667571894,0.4380029318909293,-4.756830388236769e-05,0.5379411034348396,0.1065697271765026,24,0.0006210027680990499,0.0020416240974783085,0.5491724688564353,0.4919252903675916
Neuronal,L4,Vip_14,-0.00014003228755133773,0.00011285226069244496,0.22902129695210374,-0.00010263842101917067,0.3752957453178364,-1.213501125089155e-07,0.9853966556428728,0.11623303094677773,24,0.00060242990409065,0.0004535297134959417,0.5491724688564353,0.5155161977680353
Neuronal,L4,Vip_21,0.005320149448128066,0.004292195399552574,0.22951079505514668,-0.0011052451797328652,0.7999977711270299,-0.0002747967180301826,0.28291688063222853,0.11198324162613482,24,0.05297403091746324,0.0574894371118553,0.5491724688564353,0.5155161977680353
